Mobile_Device,Rating,sentiment_label,sentiment_score,positive_probability,neutral_probability,negative_probability,rating_norm,satisfaction_score,score_agreement,review_len,Date,Additional_Information
Google Pixel 10 Pro,5,positive,0.9927,0.989,0.0075,0.0036,1.0,99.9,1,94,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9939,0.9908,0.0062,0.003,1.0,99.97,1,99,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9831,0.9711,0.0241,0.0049,1.0,99.36,1,60,5 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9752,0.9606,0.0291,0.0103,1.0,98.92,1,231,3 months ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,5,positive,0.9829,0.9702,0.0255,0.0043,1.0,99.35,1,83,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 months
Google Pixel 10 Pro,5,positive,0.9933,0.9904,0.0057,0.0038,1.0,99.93,1,119,1 month ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,5,positive,0.9934,0.9894,0.0079,0.0027,1.0,99.94,1,60,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9826,0.9706,0.0241,0.0054,1.0,99.33,1,50,5 months ago,Incentivized | Verified Purchaser | Owned for 2 months
Google Pixel 10 Pro,5,positive,0.9908,0.9854,0.0109,0.0038,1.0,99.79,1,65,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9881,0.9812,0.014,0.0049,1.0,99.64,1,68,6 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9919,0.9871,0.0097,0.0033,1.0,99.85,1,90,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9932,0.9895,0.0074,0.0031,1.0,99.93,1,80,7 months ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,5,positive,0.9834,0.9718,0.0233,0.0049,1.0,99.38,1,78,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,4,positive,0.9794,0.9637,0.0314,0.0048,0.75,87.71,1,55,3 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9846,0.9739,0.0213,0.0048,1.0,99.45,1,51,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9897,0.9832,0.013,0.0038,1.0,99.73,1,51,1 week ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,5,positive,0.9267,0.8607,0.1319,0.0073,1.0,96.21,1,160,3 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9898,0.9854,0.0088,0.0058,1.0,99.74,1,69,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9911,0.9861,0.01,0.0039,1.0,99.81,1,53,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,5,positive,0.9899,0.9861,0.0077,0.0062,1.0,99.74,1,56,6 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9928,0.9891,0.0073,0.0036,1.0,99.9,1,78,,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,5,positive,0.994,0.9904,0.0071,0.0025,1.0,99.97,1,70,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,5,positive,0.9892,0.983,0.0124,0.0046,1.0,99.7,1,12,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 months
Google Pixel 10 Pro,5,positive,0.9799,0.9694,0.0212,0.0095,1.0,99.18,1,234,,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,3,negative,0.4079,0.2965,0.2229,0.4807,0.5,44.27,1,481,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,5,positive,0.9915,0.9848,0.0134,0.0018,1.0,99.83,1,71,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9927,0.9896,0.0061,0.0043,1.0,99.9,1,63,7 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9885,0.9801,0.0169,0.0031,1.0,99.66,1,59,7 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9896,0.9857,0.0077,0.0066,1.0,99.73,1,55,7 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,5,positive,0.988,0.9796,0.0169,0.0036,1.0,99.64,1,53,7 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.994,0.9909,0.0063,0.0028,1.0,99.97,1,51,7 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,5,positive,0.9882,0.9799,0.0166,0.0035,1.0,99.65,1,156,,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9926,0.9876,0.01,0.0025,1.0,99.89,1,54,7 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9934,0.9896,0.0077,0.0028,1.0,99.94,1,140,3 months ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,5,positive,0.9902,0.9852,0.01,0.0048,1.0,99.76,1,51,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9781,0.9617,0.0328,0.0055,1.0,99.08,1,2608,7 months ago,Top 500 Contributor | Tech Insider Network Member
Google Pixel 10 Pro,4,positive,0.9776,0.9613,0.0325,0.0061,0.75,87.61,1,79,5 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9878,0.9789,0.0178,0.0033,1.0,99.63,1,296,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9772,0.961,0.0323,0.0067,1.0,99.03,1,154,3 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,5,positive,0.7803,0.5975,0.3656,0.0369,1.0,88.01,1,268,6 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,4,neutral,0.4297,0.154,0.5513,0.2946,0.75,56.94,0,60,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,4,positive,0.9891,0.9819,0.0144,0.0037,0.75,88.25,1,244,3 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9939,0.9899,0.0082,0.002,1.0,99.97,1,103,4 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9728,0.956,0.0335,0.0105,1.0,98.79,1,276,7 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9858,0.9773,0.0169,0.0058,1.0,99.51,1,265,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,5,positive,0.986,0.9786,0.0147,0.0067,1.0,99.52,1,92,2 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,4,positive,0.9922,0.9882,0.008,0.0038,0.75,88.42,1,46,5 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,4,positive,0.9882,0.9816,0.0134,0.0051,0.75,88.2,1,82,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,5,positive,0.9919,0.9867,0.0104,0.0029,1.0,99.85,1,113,3 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.991,0.9858,0.0104,0.0038,1.0,99.8,1,132,4 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9821,0.9668,0.0308,0.0025,1.0,99.31,1,205,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9884,0.9817,0.0135,0.0048,1.0,99.66,1,75,3 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9879,0.9825,0.0107,0.0068,1.0,99.63,1,111,4 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9884,0.9828,0.0111,0.0061,1.0,99.66,1,64,2 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9894,0.9841,0.0105,0.0054,1.0,99.71,1,205,7 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9844,0.9726,0.0237,0.0038,1.0,99.43,1,108,4 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.974,0.9529,0.0421,0.0049,1.0,98.85,1,102,4 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9859,0.978,0.0157,0.0062,1.0,99.52,1,50,2 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,5,positive,0.9895,0.9841,0.0108,0.0052,1.0,99.72,1,67,3 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9885,0.9802,0.0165,0.0033,1.0,99.66,1,90,4 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,5,positive,0.9854,0.9747,0.0214,0.0038,1.0,99.49,1,59,3 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9923,0.9878,0.0089,0.0032,1.0,99.88,1,123,5 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,5,positive,0.7851,0.6809,0.2085,0.1106,1.0,88.28,1,90,4 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,3,positive,0.9621,0.9336,0.057,0.0094,0.5,75.29,0,80,2 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,5,positive,0.9769,0.9623,0.0292,0.0085,1.0,99.01,1,77,3 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.99,0.9842,0.0116,0.0042,1.0,99.75,1,57,3 months ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,5,positive,0.9766,0.9643,0.0247,0.011,1.0,99.0,1,152,6 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,4,positive,0.8908,0.8277,0.1261,0.0462,0.75,82.75,1,243,6 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,5,positive,0.9916,0.9876,0.0081,0.0043,1.0,99.84,1,81,5 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9873,0.9791,0.0164,0.0045,1.0,99.6,1,123,6 months ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,5,positive,0.9872,0.9787,0.0169,0.0044,1.0,99.59,1,115,6 months ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,5,positive,0.9925,0.9882,0.0085,0.0032,1.0,99.89,1,115,6 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,4,positive,0.7405,0.5626,0.3558,0.0816,0.75,74.34,1,69,2 months ago,Incentivized | Verified Purchaser | Owned for 4 months
Google Pixel 10 Pro,5,positive,0.9941,0.9909,0.0065,0.0026,1.0,99.98,1,114,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,3,negative,0.0939,0.0192,0.1493,0.8315,0.5,26.7,1,146,6 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,4,positive,0.9904,0.9846,0.0116,0.0038,0.75,88.32,1,60,3 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9923,0.9877,0.0093,0.003,1.0,99.88,1,53,5 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,3,negative,0.0467,0.011,0.0714,0.9176,0.5,24.06,1,130,2 weeks ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,5,positive,0.9887,0.981,0.0154,0.0036,1.0,99.68,1,88,6 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.991,0.9861,0.0099,0.0041,1.0,99.8,1,88,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,2,negative,0.1203,0.0286,0.1835,0.7879,0.25,16.73,1,760,6 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,5,positive,0.9902,0.9843,0.0118,0.0039,1.0,99.76,1,86,7 months ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,5,positive,0.9838,0.9743,0.0189,0.0068,1.0,99.4,1,91,7 months ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Google Pixel 10 Pro,4,negative,0.171,0.038,0.2661,0.6959,0.75,42.46,0,82,4 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9927,0.9887,0.0079,0.0034,1.0,99.9,1,66,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,5,positive,0.9915,0.9876,0.0079,0.0045,1.0,99.83,1,67,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,5,positive,0.9902,0.9848,0.0108,0.0044,1.0,99.76,1,69,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,4,positive,0.9229,0.8719,0.102,0.0261,0.75,84.55,1,3821,7 months ago,Top 500 Contributor | Tech Insider Network Member
Google Pixel 10 Pro,5,positive,0.9865,0.9747,0.0236,0.0017,1.0,99.55,1,58,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9724,0.9491,0.0465,0.0044,1.0,98.76,1,57,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,5,positive,0.962,0.9338,0.0563,0.0098,1.0,98.18,1,2614,7 months ago,Top 500 Contributor | Tech Insider Network Member
Google Pixel 10 Pro,4,positive,0.9871,0.9782,0.0178,0.004,0.75,88.14,1,107,6 months ago,Incentivized | Verified Purchaser | Best Buy Employee | Owned for less than 1 week
Google Pixel 10 Pro,4,positive,0.9906,0.9848,0.0116,0.0037,0.75,88.33,1,67,5 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9841,0.9723,0.0237,0.004,1.0,99.42,1,51,7 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,4,positive,0.8358,0.765,0.1415,0.0935,0.75,79.67,1,102,6 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,4,positive,0.9848,0.9737,0.0221,0.0042,0.75,88.01,1,115,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,3,negative,0.0319,0.0044,0.0549,0.9407,0.5,23.23,1,100,4 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,3,negative,0.0493,0.0109,0.0766,0.9124,0.5,24.21,1,162,7 months ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,3,positive,0.8546,0.7306,0.248,0.0213,0.5,69.27,0,100,6 months ago,Incentivized | Verified Purchaser | Owned for 1 week
Google Pixel 10 Pro,1,neutral,0.4756,0.1539,0.6433,0.2028,0.0,25.17,1,516,3 months ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,2,negative,0.0546,0.0099,0.0894,0.9007,0.25,13.05,1,51,3 weeks ago,Incentivized | Verified Purchaser | Owned for 3 months
Google Pixel 10 Pro,1,negative,0.1505,0.0141,0.2728,0.7131,0.0,6.97,1,412,3 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,1,negative,0.0757,0.0132,0.125,0.8618,0.0,2.79,1,783,7 months ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Google Pixel 10 Pro,4,neutral,0.4433,0.2138,0.459,0.3273,0.75,57.7,0,2796,7 months ago,Tech Insider Network Member
Google Pixel 10 Pro,5,positive,0.9785,0.9637,0.0296,0.0067,1.0,99.1,1,1815,7 months ago,Tech Insider Network Member
Google Pixel 10 Pro,5,positive,0.9698,0.9421,0.0553,0.0026,1.0,98.62,1,1072,7 months ago,Tech Insider Network Member
Google Pixel 10 Pro,5,positive,0.9796,0.9636,0.032,0.0045,1.0,99.17,1,4435,7 months ago,Tech Insider Network Member | Top 1000 Contributor
Google Pixel 10 Pro,1,negative,0.0794,0.0091,0.1405,0.8504,0.0,2.99,1,52,1 month ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Google Pixel 10 Pro,5,positive,0.9906,0.9842,0.0129,0.0029,1.0,99.78,1,290,4 months ago,Incentivized
Google Pixel 10 Pro,5,positive,0.9858,0.9752,0.0212,0.0036,1.0,99.51,1,1860,7 months ago,Tech Insider Network Member
Google Pixel 10 Pro,1,negative,0.0907,0.0182,0.1451,0.8367,0.0,3.63,1,419,6 months ago,Incentivized | Verified Purchaser | Owned for 1 month
Google Pixel 10 Pro,1,negative,0.0549,0.0088,0.0922,0.899,0.0,1.62,1,50,7 months ago,Incentivized | Verified Purchaser
Google Pixel 10 Pro,5,positive,0.9644,0.9368,0.0552,0.008,1.0,98.32,1,7747,7 months ago,Tech Insider Network Member | Top 1000 Contributor
Google Pixel 10 Pro,5,positive,0.9882,0.9808,0.0148,0.0044,1.0,99.65,1,429,3 months ago,Incentivized
Google Pixel 10 Pro,5,positive,0.987,0.9766,0.0208,0.0026,1.0,99.58,1,53,2 months ago,Incentivized
Google Pixel 10 Pro,5,positive,0.9858,0.9773,0.017,0.0057,1.0,99.51,1,84,2 months ago,Incentivized
Samsung Galaxy S26 Ultra,5,positive,0.9897,0.9835,0.0124,0.0041,1.0,99.73,1,343,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,4,positive,0.9518,0.9218,0.06,0.0182,0.75,86.16,1,412,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9846,0.9752,0.0188,0.0059,1.0,99.45,1,235,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.907,0.8259,0.1623,0.0119,1.0,95.1,1,2665,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9819,0.9707,0.0225,0.0068,1.0,99.29,1,211,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9712,0.9528,0.0369,0.0103,1.0,98.7,1,1024,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9893,0.9816,0.0153,0.003,1.0,99.71,1,1058,3 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9842,0.9719,0.0246,0.0035,1.0,99.42,1,74,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9849,0.9748,0.0203,0.0049,1.0,99.46,1,882,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9878,0.9803,0.015,0.0047,1.0,99.63,1,1035,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9758,0.9588,0.0338,0.0073,1.0,98.95,1,818,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9761,0.962,0.0282,0.0098,1.0,98.97,1,247,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9907,0.9841,0.0132,0.0027,1.0,99.79,1,195,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9837,0.9713,0.0248,0.0039,1.0,99.4,1,478,4 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9833,0.9744,0.0178,0.0078,1.0,99.37,1,437,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9917,0.987,0.0093,0.0037,1.0,99.84,1,469,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9898,0.9843,0.0111,0.0047,1.0,99.74,1,458,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9891,0.9815,0.0151,0.0034,1.0,99.7,1,372,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.9866,0.0102,0.0033,1.0,99.84,1,356,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9901,0.9833,0.0137,0.003,1.0,99.75,1,338,2 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9887,0.9812,0.015,0.0038,1.0,99.68,1,81,1 month ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9891,0.9823,0.0134,0.0042,1.0,99.7,1,371,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9924,0.9882,0.0085,0.0033,1.0,99.88,1,267,3 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9911,0.9866,0.0089,0.0044,1.0,99.81,1,63,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9829,0.9711,0.0237,0.0052,1.0,99.35,1,308,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9875,0.9784,0.0181,0.0035,1.0,99.61,1,316,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9881,0.9806,0.015,0.0044,1.0,99.64,1,237,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9926,0.9886,0.0081,0.0033,1.0,99.89,1,259,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9928,0.9891,0.0074,0.0035,1.0,99.9,1,264,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9889,0.9821,0.0135,0.0044,1.0,99.69,1,165,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9791,0.9611,0.0359,0.003,1.0,99.14,1,194,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9911,0.9854,0.0113,0.0033,1.0,99.81,1,198,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9872,0.9773,0.0198,0.0029,1.0,99.59,1,202,3 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9921,0.9882,0.0078,0.004,1.0,99.87,1,178,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9915,0.9879,0.0072,0.0048,1.0,99.83,1,129,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9941,0.9911,0.0061,0.0028,1.0,99.98,1,143,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9917,0.9872,0.009,0.0038,1.0,99.84,1,133,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9816,0.9661,0.0312,0.0028,1.0,99.28,1,93,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9871,0.9768,0.0206,0.0026,1.0,99.59,1,121,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.9868,0.0095,0.0037,1.0,99.84,1,121,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9928,0.9893,0.007,0.0037,1.0,99.9,1,82,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9912,0.9869,0.0085,0.0046,1.0,99.82,1,105,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.991,0.9864,0.0091,0.0045,1.0,99.8,1,71,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.7848,0.5755,0.4186,0.0059,1.0,88.26,1,70,4 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9755,0.9579,0.0351,0.007,1.0,98.94,1,69,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9914,0.9867,0.0094,0.0039,1.0,99.83,1,82,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9912,0.9858,0.0108,0.0034,1.0,99.82,1,95,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9924,0.9888,0.0072,0.004,1.0,99.88,1,101,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,4,negative,0.2621,0.1403,0.2437,0.616,0.75,47.56,0,197,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9844,0.974,0.0208,0.0052,1.0,99.43,1,93,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.992,0.9869,0.0102,0.003,1.0,99.86,1,74,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.9868,0.0096,0.0036,1.0,99.84,1,72,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9879,0.9806,0.0147,0.0047,1.0,99.63,1,75,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9933,0.9899,0.0067,0.0034,1.0,99.93,1,85,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9901,0.984,0.0122,0.0038,1.0,99.75,1,61,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9873,0.981,0.0125,0.0064,1.0,99.6,1,56,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.9873,0.0086,0.0041,1.0,99.84,1,55,2 weeks ago,Incentivized | Verified Purchaser
Samsung Galaxy S26 Ultra,5,positive,0.9941,0.9906,0.0069,0.0025,1.0,99.98,1,50,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
